app_name,permissions
biz.app4mobile.app_d57be90f82b34d73ab48c8f4b807cd48.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'biz.app4mobile.app_e54515c38d294cf6a358bcc9c4a27520.app.permission.C2D_MESSAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'biz.app4mobile.app_e54515c38d294cf6a358bcc9c4a27520.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.INTERNET']"
biz.app4mobile.app_d6ab66cd4d604799b3d25abad8b722e3.app.apk,"['biz.app4mobile.app_e7f86f1aabd24b209ceed3f0ad3c53ac.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.amazon.device.messaging.permission.RECEIVE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'biz.app4mobile.app_e7f86f1aabd24b209ceed3f0ad3c53ac.app.permission.C2D_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_d86bf040aa6c46b29796aeb5d34e97dd.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'biz.app4mobile.app_e89fe036bbad40a6a2bc577d63c555ce.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'biz.app4mobile.app_e89fe036bbad40a6a2bc577d63c555ce.app.permission.C2D_MESSAGE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_da7d03ab233543f1ae2ae699ef554493.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'biz.app4mobile.app_ea30966e0ee244ebbf89b2164cb4f5c0.app.permission.RECEIVE_ADM_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'biz.app4mobile.app_ea30966e0ee244ebbf89b2164cb4f5c0.app.permission.C2D_MESSAGE', 'android.permission.INTERNET']"
biz.app4mobile.app_db713fb9d7d1414085a064be7e5f8216.app.apk,"['biz.app4mobile.app_ec17a51949184589a28ae6ffaffbe3c0.app.permission.C2D_MESSAGE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'biz.app4mobile.app_ec17a51949184589a28ae6ffaffbe3c0.app.permission.RECEIVE_ADM_MESSAGE', 'com.amazon.device.messaging.permission.RECEIVE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_ddd1ee234c6245c0961a6776d1138cd1.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'biz.app4mobile.app_ec990a16c7d8466c844beee3a2bd200e.app.permission.C2D_MESSAGE', 'biz.app4mobile.app_ec990a16c7d8466c844beee3a2bd200e.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_e4bda714a9984a8ea517facba7b1b908.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'biz.app4mobile.app_f2bd3e9518784673886e6559e59cf83b.app.permission.C2D_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'biz.app4mobile.app_f2bd3e9518784673886e6559e59cf83b.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.INTERNET']"
biz.app4mobile.app_e54515c38d294cf6a358bcc9c4a27520.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'biz.app4mobile.app_f3ba2af0fe914754819c156a5906c73c.app.permission.C2D_MESSAGE', 'biz.app4mobile.app_f3ba2af0fe914754819c156a5906c73c.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_e7f86f1aabd24b209ceed3f0ad3c53ac.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'biz.app4mobile.app_f40730ed195b406a90dda0362177f4ba.app.permission.C2D_MESSAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'biz.app4mobile.app_f40730ed195b406a90dda0362177f4ba.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.INTERNET', 'com.google.android.providers.gsf.permission.READ_GSERVICES']"
biz.app4mobile.app_e89fe036bbad40a6a2bc577d63c555ce.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'biz.app4mobile.app_f5cf7d46038d45a2830c77792786ad11.app.permission.C2D_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'biz.app4mobile.app_f5cf7d46038d45a2830c77792786ad11.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_ea30966e0ee244ebbf89b2164cb4f5c0.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'biz.app4mobile.app_f63d52b097cb45c3a182bacf4e0ac132.app.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET', 'biz.app4mobile.app_f63d52b097cb45c3a182bacf4e0ac132.app.permission.RECEIVE_ADM_MESSAGE']"
biz.app4mobile.app_ec17a51949184589a28ae6ffaffbe3c0.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'biz.app4mobile.app_f747126fff934dce8fe47ab66a20ad86.app.permission.RECEIVE_ADM_MESSAGE', 'biz.app4mobile.app_f747126fff934dce8fe47ab66a20ad86.app.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_ec990a16c7d8466c844beee3a2bd200e.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'biz.app4mobile.app_f87212f7249243deb2b59a39b79b06e8.app.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'biz.app4mobile.app_f87212f7249243deb2b59a39b79b06e8.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.INTERNET', 'com.google.android.providers.gsf.permission.READ_GSERVICES']"
biz.app4mobile.app_f2bd3e9518784673886e6559e59cf83b.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'biz.app4mobile.app_f8dc7e9734814cddb5f40fee89d8ae96.app.permission.C2D_MESSAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET', 'biz.app4mobile.app_f8dc7e9734814cddb5f40fee89d8ae96.app.permission.RECEIVE_ADM_MESSAGE']"
biz.app4mobile.app_f3ba2af0fe914754819c156a5906c73c.app.apk,"['biz.app4mobile.app_fb02c55686cf4451b08b4f5f7e677349.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.amazon.device.messaging.permission.RECEIVE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'biz.app4mobile.app_fb02c55686cf4451b08b4f5f7e677349.app.permission.C2D_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_f40730ed195b406a90dda0362177f4ba.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'biz.app4mobile.app_fccbc61404684210b6c6703a15136b59.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'biz.app4mobile.app_fccbc61404684210b6c6703a15136b59.app.permission.C2D_MESSAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_f5cf7d46038d45a2830c77792786ad11.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'biz.app4mobile.app_fdae0d822c4e432b927c0ebd75a202c0.app.permission.RECEIVE_ADM_MESSAGE', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET', 'biz.app4mobile.app_fdae0d822c4e432b927c0ebd75a202c0.app.permission.C2D_MESSAGE']"
biz.app4mobile.app_f63d52b097cb45c3a182bacf4e0ac132.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'biz.app4mobile.app_febc3d8356ad408dba38584203546f51.app.permission.C2D_MESSAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'biz.app4mobile.app_febc3d8356ad408dba38584203546f51.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_f747126fff934dce8fe47ab66a20ad86.app.apk,"['com.amazon.device.messaging.permission.RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'biz.app4mobile.app_ff5ad8fb9c9049d283af22521bab80c3.app.permission.C2D_MESSAGE', 'android.permission.CAMERA', 'biz.app4mobile.app_ff5ad8fb9c9049d283af22521bab80c3.app.permission.RECEIVE_ADM_MESSAGE', 'android.permission.INTERNET']"
biz.app4mobile.app_f87212f7249243deb2b59a39b79b06e8.app.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'biz.app4mobile.app_ffbf706fd1fb4a9a83078d929e115e33.app.permission.C2D_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET']"
biz.app4mobile.app_f8dc7e9734814cddb5f40fee89d8ae96.app.apk,"['android.permission.VIBRATE', 'biz.appkhmer.kpop.permission.C2D_MESSAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.GET_ACCOUNTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.BLUETOOTH', 'android.permission.INTERNET']"
biz.app4mobile.app_fb02c55686cf4451b08b4f5f7e677349.app.apk,"['com.android.vending.CHECK_LICENSE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
biz.app4mobile.app_fccbc61404684210b6c6703a15136b59.app.apk,"['com.android.vending.CHECK_LICENSE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
biz.app4mobile.app_fdae0d822c4e432b927c0ebd75a202c0.app.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']"
biz.app4mobile.app_febc3d8356ad408dba38584203546f51.app.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_GPS', 'android.permission.ACCESS_ASSISTED_GPS', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'biz.buildapps.CaenEtVous.permission.C2D_MESSAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.ACCESS_LOCATION', 'android.permission.INTERNET']"
biz.app4mobile.app_ff5ad8fb9c9049d283af22521bab80c3.app.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_GPS', 'android.permission.ACCESS_ASSISTED_GPS', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.GET_ACCOUNTS', 'biz.buildapps.CarnacEtVous.permission.C2D_MESSAGE', 'android.permission.CAMERA', 'android.permission.ACCESS_LOCATION', 'android.permission.INTERNET']"
biz.app4mobile.app_ffbf706fd1fb4a9a83078d929e115e33.app.apk,"['biz.buildapps.LaBauleApp.permission.C2D_MESSAGE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_GPS', 'android.permission.ACCESS_ASSISTED_GPS', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.ACCESS_LOCATION', 'android.permission.INTERNET']"
biz.appkhmer.kpop.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_GPS', 'android.permission.ACCESS_ASSISTED_GPS', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.ACCESS_LOCATION', 'android.permission.INTERNET', 'biz.buildapps.LeGentleman.permission.C2D_MESSAGE']"
biz.axiusglobal.microtips.buenosaires.es.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_GPS', 'android.permission.ACCESS_ASSISTED_GPS', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE', 'biz.buildapps.LeVog.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.ACCESS_LOCATION', 'android.permission.INTERNET']"
biz.axiusglobal.microtips.buenosaires.pt.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_GPS', 'android.permission.ACCESS_ASSISTED_GPS', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE', 'biz.buildapps.LittleClub13.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.ACCESS_LOCATION', 'android.permission.INTERNET']"
biz.bitirimiz.gerzekkus.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_GPS', 'android.permission.ACCESS_ASSISTED_GPS', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE', 'biz.buildapps.OscarClub.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.ACCESS_LOCATION', 'android.permission.INTERNET']"
